,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,Special,Acceleration,Aggression,Agility,Balancea,Ball.control,Composure,Crossing,Curve,Dribbling,Finishing,Free.kick.accuracy,GK.diving,GK.handling,GK.kicking,GK.positioning,GK.reflexes,Heading.accuracy,Interceptions,Jumping,Long.passing,Long.shots,Marking,Penalties,Positioning,Reactions,Short.passing,Shot.power,Sliding.tackle,Sprint.speed,Stamina,Standing.tackle,Strength,Vision,Volleys,CAM,CB,CDM,CF,CM,ID,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,Preferred.Positions,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
782,N. Chadli,27,Belgium,78,78,West Bromwich Albion,€11M,€68K,2006,74,59,65,54,80,79,75,77,83,76,78,12,11,12,10,13,67,43,71,68,76,37,76,77,75,77,81,44,78,77,48,83,76,73,77,57,62,78,73,200529,77,61,57,73,62,78,77,77,77,64,CAM LM RM ,77,61,57,73,62,78,77,77,77,64,77
12,K. De Bruyne,26,Belgium,89,92,Manchester City,€83M,€285K,2162,76,68,80,75,87,84,90,83,85,83,83,15,13,5,10,13,53,56,65,84,86,30,77,84,88,90,85,40,75,87,51,73,90,82,86,57,70,85,84,192985,86,66,57,84,70,85,85,81,85,71,RM CM CAM ,86,66,57,84,70,85,85,81,85,71,81
184,M. Dembélé,29,Belgium,83,83,Tottenham Hotspur,€25M,€115K,2186,75,74,82,74,86,89,65,65,87+1,66,55,16,14,11,16,14,69,80,77,80+1,72,70,67,71,80,86,85,71+4,77,77,80,92,79,73,80,78,80,79,81,162240,80,76,78,81,80,79,79,77,78,77,CDM CM ,80,76,78,81,80,79,79,77,78,77,77
541,L. Dendoncker,22,Belgium,79,86,RSC Anderlecht,€15M,€25K,2108,66,75,59,62,73,74,75,72,68,66,71,14,8,14,14,6,79,78,77,78,76,71,44,71,77,78,86,78,70,93,80,82,76,71,73,77,78,73,77,212501,73,77,77,77,78,73,73,74,71,77,CB CM CDM ,73,77,77,77,78,73,73,74,71,77,74
646,M. Fellaini,29,Belgium,79,79,Manchester United,€12M,€140K,2027,50,94,49,52,84,78,61,64,73,72,46,8,6,9,15,16,91,76+2,63,66,68,73+2,64,80,81,81,75,66,50,83,76,92,72,71,74,79,78,75,77,176944,74,72,79,77,78,75,72,77,71,72,CDM CM ,74,72,79,77,78,75,72,77,71,72,77
395,Y. Tielemans,20,Belgium,80,90,AS Monaco,€23.5M,€35K,2099,52,70,67,76,81,81,76,84,76,73,74,6,8,10,14,12,57,72,65,81,88,64,76,74,76,80,88,69,53,73,72,71,83,78,77,69,75,75,79,216393,77,70,69,79,75,75,74,73,74,72,CAM CM ,77,70,69,79,75,75,74,73,74,72,73
275,A. Witsel,28,Belgium,82,82,,€0,€0,2143,67,78,82,60,85,86,69,69,83,71,68,5,7,7,10,7,77,80,72,78,74,69,81,75,81,83,78,71,74,85,73,79,78,67,79,76,79,78,80,177413,79,76,76,80,79,78,78,77,78,77,CAM CDM CM ,79,76,76,80,79,78,78,77,78,77,77
418,M. Batshuayi,23,Belgium,80,85,Chelsea,€20M,€120K,1852,77,61,78,78,77,81,65,61,76,83,46,9,10,16,7,15,73,23,81,36,76,16,67,83,79,64,83,22,80,65,26,82,63,74,72,46,47,77,62,204529,72,50,46,62,47,77,72,79,75,52,ST ,72,50,46,62,47,77,72,79,75,52,79
70,Y. Carrasco,23,Belgium,85,90,Atlético Madrid,€51.5M,€77K,1991,87,61,91,71,86,75,80,81,91,79,78,9,11,9,10,10,53,18,68,74,75,19,74,82,83,79,84,26,89,73,39,59,74,68,82,45,56,83,74,208418,82,56,45,74,56,83,83,79,84,60,RM LM ,82,56,45,74,56,83,83,79,84,60,79
422,T. Hazard,24,Belgium,80,84,Borussia Mönchengladbach,€19.5M,€44K,2011,85,62,91,81,82,78,85,82,86,79,79,6,9,7,7,8,38,39,64,71,78,28,73,80,80,79,78,35,77,77,45,59,81,80,81,49,60,80,75,203486,81,59,49,75,60,80,81,75,82,64,RM LM CF ,81,59,49,75,60,80,81,75,82,64,75
1161,A. Januzaj,22,Belgium,77,84,Real Sociedad,€12.5M,€27K,1733,82,31,84,65,81,67,74,70,84,69,65,15,10,11,12,7,23,21,61,75,67,20,60,69,70,77,58,22,76,55,22,54,76,67,76,35,50,74,69,208330,76,48,35,69,50,74,76,66,76,53,CAM RM LM ,76,48,35,69,50,74,76,66,76,53,66
51,R. Lukaku,24,Belgium,86,90,Manchester United,€59M,€210K,1997,76,72,62,47,75,84,68,72,77,89,66,8,15,14,7,10,87,27,71,68,75,27,82,87,85,71,88,30,89,80,30,93,73,76,77,53,57,80,71,192505,77,56,53,71,57,80,77,84,78,58,ST ,77,56,53,71,57,80,77,84,78,58,84
62,D. Mertens,30,Belgium,86,86,Napoli,€43M,€135K,2035,93,59,94,92,88,81,77,81,89,85,77,7,10,8,10,4,35,36,60,74,81,30,78,85,85,81,80,40,87,75,40,42,82,70,85,47,60,85,78,175943,85,60,47,78,60,85,84,78,86,65,ST LW CF ,85,60,47,78,60,85,84,78,86,65,78
